Battery voltage,Grid voltage,BUS voltage,Control current,Inverter current,Grid current,Battery voltage,PInverter,AC radiator temperature,Batt power,Batt current,WorkState,AccumulatedChargerPower,AccumulatedDischargerPower,AccumulatedLoadPower,AccumulatedSelfusePower,AccumulatedPvPower,BatteryRelay,RecordTime,mes
27.1,232.4,422.3,1.4,1.1,0.0,27.1,142,42,-62,-2,OffGrid,0KWH,26.4KWH,95.7KWH,26.4KWH,23.6KWH,Connect,29/01/2020 02:13:13 p.m.,29/01/2020 02:13:13 p.m.
23.8,226.6,368.2,1.7,1.5,0.0,23.8,157,52,221,9,OffGrid,0KWH,28KWH,97.2KWH,28KWH,24KWH,Disconnect,29/01/2020 10:51:29 p.m.,29/01/2020 10:51:29 p.m.
23.8,228.2,367.8,1.7,1.5,0.0,23.8,155,52,219,9,OffGrid,0KWH,28KWH,97.2KWH,28KWH,24KWH,Disconnect,29/01/2020 10:56:31 p.m.,29/01/2020 10:56:31 p.m.
23.7,224.9,367.2,1.7,1.5,0.0,23.7,159,52,223,9,OffGrid,0KWH,28KWH,97.3KWH,28KWH,24KWH,Disconnect,29/01/2020 11:01:31 p.m.,29/01/2020 11:01:31 p.m.
23.7,227.3,367.1,1.7,1.5,0.0,23.7,156,52,220,9,OffGrid,0KWH,28KWH,97.3KWH,28KWH,24KWH,Disconnect,29/01/2020 11:06:31 p.m.,29/01/2020 11:06:31 p.m.
23.5,228.6,362.7,1.7,1.5,0.0,23.5,287,51,363,15,OffGrid,0KWH,28KWH,97.3KWH,28KWH,24KWH,Disconnect,29/01/2020 11:11:31 p.m.,29/01/2020 11:11:31 p.m.
23.4,226.8,361.9,1.6,1.4,0.0,23.4,274,50,349,14,OffGrid,0KWH,28.1KWH,97.3KWH,28.1KWH,24KWH,Disconnect,29/01/2020 11:16:31 p.m.,29/01/2020 11:16:31 p.m.
26.7,232.6,429.0,0.0,0.0,0.7,26.7,0,37,-429,-16,Grid charging,0KWH,28.8KWH,99.3KWH,28.8KWH,24.2KWH,Connect,30/01/2020 08:50:46 a.m.,30/01/2020 08:50:46 a.m.
27.2,232.9,433.5,0.0,0.0,3.7,27.2,0,34,-514,-18,Grid charging,0KWH,28.8KWH,99.3KWH,28.8KWH,24.2KWH,Connect,30/01/2020 08:55:47 a.m.,30/01/2020 08:55:47 a.m.
26.6,229.7,413.6,1.4,1.1,0.0,26.6,282,34,-241,-9,OffGrid,0KWH,28.8KWH,99.3KWH,28.8KWH,24.3KWH,Connect,30/01/2020 09:00:47 a.m.,30/01/2020 09:00:47 a.m.
26.8,230.7,415.9,1.3,1.0,0.0,26.8,273,36,-272,-10,OffGrid,0KWH,28.8KWH,99.3KWH,28.8KWH,24.3KWH,Connect,30/01/2020 09:05:47 a.m.,30/01/2020 09:05:47 a.m.
26.9,232.4,418.1,1.3,1.0,0.0,26.9,267,36,-300,-11,OffGrid,0KWH,28.9KWH,99.3KWH,28.9KWH,24.4KWH,Connect,30/01/2020 09:10:47 a.m.,30/01/2020 09:10:47 a.m.
27.0,229.0,420.3,1.2,0.9,0.0,27.0,255,37,-329,-12,OffGrid,0KWH,28.9KWH,99.4KWH,28.9KWH,24.4KWH,Connect,30/01/2020 09:15:48 a.m.,30/01/2020 09:15:48 a.m.
27.2,229.3,424.1,1.1,0.7,0.0,27.2,110,37,-377,-13,OffGrid,0KWH,28.9KWH,99.4KWH,28.9KWH,24.5KWH,Connect,30/01/2020 09:20:48 a.m.,30/01/2020 09:20:48 a.m.
27.2,228.6,423.4,1.0,0.6,0.0,27.2,110,37,-344,-12,OffGrid,0KWH,28.9KWH,99.4KWH,28.9KWH,24.5KWH,Connect,30/01/2020 09:25:48 a.m.,30/01/2020 09:25:48 a.m.
27.2,228.4,422.8,1.0,0.7,0.0,27.2,110,37,-314,-11,OffGrid,0KWH,28.9KWH,99.4KWH,28.9KWH,24.6KWH,Connect,30/01/2020 09:30:48 a.m.,30/01/2020 09:30:48 a.m.
27.1,234.0,422.3,1.1,0.7,0.0,27.1,112,37,-294,-10,OffGrid,0KWH,28.9KWH,99.4KWH,28.9KWH,24.6KWH,Connect,30/01/2020 09:35:48 a.m.,30/01/2020 09:35:48 a.m.
27.1,231.6,422.1,1.1,0.7,0.0,27.1,110,37,-280,-10,OffGrid,0KWH,28.9KWH,99.4KWH,28.9KWH,24.6KWH,Connect,30/01/2020 09:40:48 a.m.,30/01/2020 09:40:48 a.m.
27.1,232.1,422.2,1.1,0.7,0.0,27.1,112,37,-273,-10,OffGrid,0KWH,28.9KWH,99.4KWH,28.9KWH,24.7KWH,Connect,30/01/2020 09:45:48 a.m.,30/01/2020 09:45:48 a.m.
27.2,231.5,423.5,1.1,0.7,0.0,27.2,110,36,-267,-9,OffGrid,0KWH,28.9KWH,99.4KWH,28.9KWH,24.7KWH,Connect,30/01/2020 09:50:49 a.m.,30/01/2020 09:50:49 a.m.
27.1,235.9,422.5,1.1,0.7,0.0,27.1,109,36,-240,-8,OffGrid,0KWH,29KWH,99.4KWH,29KWH,24.8KWH,Connect,30/01/2020 09:55:49 a.m.,30/01/2020 09:55:49 a.m.
25.7,225.9,397.4,1.5,1.2,0.0,25.7,58,51,96,3,OffGrid,0KWH,38.8KWH,109.6KWH,38.8KWH,38.1KWH,Connect,02/02/2020 06:40:42 p.m.,02/02/2020 06:40:42 p.m.
25.6,226.1,397.0,1.5,1.2,0.0,25.6,62,51,97,3,OffGrid,0KWH,38.8KWH,109.6KWH,38.8KWH,38.1KWH,Connect,02/02/2020 06:48:53 p.m.,02/02/2020 06:48:53 p.m.
28.5,228.8,443.2,1.5,1.2,0.0,28.5,188,42,-121,-4,OffGrid,0KWH,77.5KWH,157.1KWH,77.5KWH,81.4KWH,Connect,15/02/2020 11:54:48 a.m.,15/02/2020 11:54:48 a.m.
26.2,223.1,431.0,0.0,0.0,2.4,26.2,0,59,0,0,Grid charging,0KWH,137.5KWH,231.5KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 09:30:13 p.m.,05/03/2020 09:30:13 p.m.
26.4,221.4,431.8,0.0,0.0,2.4,26.4,0,60,0,0,Grid charging,0KWH,137.5KWH,231.6KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 09:35:14 p.m.,05/03/2020 09:35:14 p.m.
26.4,219.7,433.1,0.0,0.0,4.0,26.4,0,61,0,0,Grid charging,0KWH,137.5KWH,231.6KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 09:40:14 p.m.,05/03/2020 09:40:14 p.m.
26.5,220.8,432.3,0.0,0.0,2.4,26.5,0,60,0,0,Grid charging,0KWH,137.5KWH,231.6KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 09:45:14 p.m.,05/03/2020 09:45:14 p.m.
26.6,219.6,434.6,0.0,0.0,2.9,26.6,0,61,0,0,Grid charging,0KWH,137.5KWH,231.7KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 09:50:15 p.m.,05/03/2020 09:50:15 p.m.
26.6,217.0,434.6,0.0,0.0,2.9,26.6,0,60,0,0,Grid charging,0KWH,137.5KWH,231.7KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 09:55:15 p.m.,05/03/2020 09:55:15 p.m.
26.6,218.7,435.8,0.0,0.0,2.9,26.6,0,60,0,0,Grid charging,0KWH,137.5KWH,231.8KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:00:15 p.m.,05/03/2020 10:00:15 p.m.
26.6,219.6,435.9,0.0,0.0,2.9,26.6,0,60,0,0,Grid charging,0KWH,137.5KWH,231.8KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:05:15 p.m.,05/03/2020 10:05:15 p.m.
26.7,219.6,437.3,0.0,0.0,2.9,26.7,0,61,0,0,Grid charging,0KWH,137.5KWH,231.9KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:10:15 p.m.,05/03/2020 10:10:15 p.m.
26.7,221.0,437.3,0.0,0.0,2.4,26.7,0,61,0,0,Grid charging,0KWH,137.5KWH,231.9KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:15:15 p.m.,05/03/2020 10:15:15 p.m.
26.8,219.6,438.4,0.0,0.0,2.4,26.8,0,60,0,0,Grid charging,0KWH,137.5KWH,231.9KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:20:16 p.m.,05/03/2020 10:20:16 p.m.
26.9,222.4,437.8,0.0,0.0,2.4,26.9,0,60,0,0,Grid charging,0KWH,137.5KWH,232KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:25:16 p.m.,05/03/2020 10:25:16 p.m.
26.9,222.7,439.1,0.0,0.0,2.4,26.9,0,60,0,0,Grid charging,0KWH,137.5KWH,232KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:30:16 p.m.,05/03/2020 10:30:16 p.m.
27.0,222.0,439.3,0.0,0.0,2.4,27.0,0,60,0,0,Grid charging,0KWH,137.5KWH,232KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:35:16 p.m.,05/03/2020 10:35:16 p.m.
27.0,222.4,441.3,0.0,0.0,2.4,27.0,0,61,0,0,Grid charging,0KWH,137.5KWH,232.1KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:40:16 p.m.,05/03/2020 10:40:16 p.m.
26.0,224.3,401.5,2.8,2.6,0.0,26.0,388,60,474,18,OffGrid,0KWH,137.5KWH,232.1KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:45:16 p.m.,05/03/2020 10:45:16 p.m.
25.0,225.5,387.9,2.8,2.6,0.0,25.0,383,59,468,18,OffGrid,0KWH,137.5KWH,232.1KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:50:16 p.m.,05/03/2020 10:50:16 p.m.
24.9,223.8,386.1,2.9,2.7,0.0,24.9,383,58,468,18,OffGrid,0KWH,137.5KWH,232.2KWH,137.5KWH,137.7KWH,Disconnect,05/03/2020 10:55:17 p.m.,05/03/2020 10:55:17 p.m.
24.8,225.7,384.4,2.9,2.7,0.0,24.8,399,58,486,19,OffGrid,0KWH,137.6KWH,232.2KWH,137.6KWH,137.7KWH,Disconnect,05/03/2020 11:00:17 p.m.,05/03/2020 11:00:17 p.m.
24.5,224.5,379.3,3.1,2.9,0.0,24.5,551,58,652,26,OffGrid,0KWH,137.6KWH,232.2KWH,137.6KWH,137.7KWH,Disconnect,05/03/2020 11:05:17 p.m.,05/03/2020 11:05:17 p.m.
24.4,225.8,378.1,3.1,2.9,0.0,24.4,540,58,640,26,OffGrid,0KWH,137.7KWH,232.3KWH,137.7KWH,137.7KWH,Disconnect,05/03/2020 11:10:17 p.m.,05/03/2020 11:10:17 p.m.
24.4,226.3,376.9,3.1,2.9,0.0,24.4,532,58,631,25,OffGrid,0KWH,137.7KWH,232.3KWH,137.7KWH,137.7KWH,Disconnect,05/03/2020 11:15:17 p.m.,05/03/2020 11:15:17 p.m.
24.3,226.3,375.7,3.1,2.9,0.0,24.3,527,58,626,25,OffGrid,0KWH,137.7KWH,232.4KWH,137.7KWH,137.7KWH,Disconnect,05/03/2020 11:20:17 p.m.,05/03/2020 11:20:17 p.m.
24.2,225.6,374.6,3.1,2.9,0.0,24.2,527,58,626,25,OffGrid,0KWH,137.8KWH,232.4KWH,137.8KWH,137.7KWH,Disconnect,05/03/2020 11:25:18 p.m.,05/03/2020 11:25:18 p.m.
24.3,224.5,377.1,2.9,2.7,0.0,24.3,375,58,460,18,OffGrid,0KWH,137.8KWH,232.4KWH,137.8KWH,137.7KWH,Disconnect,05/03/2020 11:30:18 p.m.,05/03/2020 11:30:18 p.m.
24.3,224.2,375.9,2.9,2.7,0.0,24.3,381,58,466,19,OffGrid,0KWH,137.9KWH,232.5KWH,137.9KWH,137.7KWH,Disconnect,05/03/2020 11:35:18 p.m.,05/03/2020 11:35:18 p.m.
24.2,224.6,374.9,2.9,2.7,0.0,24.2,378,57,463,19,OffGrid,0KWH,137.9KWH,232.5KWH,137.9KWH,137.7KWH,Disconnect,05/03/2020 11:40:18 p.m.,05/03/2020 11:40:18 p.m.
24.1,226.9,373.7,2.9,2.7,0.0,24.1,382,57,467,19,OffGrid,0KWH,137.9KWH,232.5KWH,137.9KWH,137.7KWH,Disconnect,05/03/2020 11:45:18 p.m.,05/03/2020 11:45:18 p.m.
24.1,227.0,372.5,2.9,2.7,0.0,24.1,382,57,466,19,OffGrid,0KWH,138KWH,232.6KWH,138KWH,137.7KWH,Disconnect,05/03/2020 11:50:18 p.m.,05/03/2020 11:50:18 p.m.
24.0,226.7,371.0,2.9,2.7,0.0,24.0,387,57,473,19,OffGrid,0KWH,138KWH,232.6KWH,138KWH,137.7KWH,Disconnect,05/03/2020 11:55:19 p.m.,05/03/2020 11:55:19 p.m.
24.1,226.3,373.1,2.2,2.0,0.0,24.1,268,57,343,14,OffGrid,0KWH,138KWH,232.6KWH,138KWH,137.7KWH,Disconnect,06/03/2020 12:00:19 a.m.,06/03/2020 12:00:19 a.m.
24.0,226.5,372.1,2.2,2.0,0.0,24.0,267,56,342,14,OffGrid,0KWH,138KWH,232.7KWH,138KWH,137.7KWH,Disconnect,06/03/2020 12:05:19 a.m.,06/03/2020 12:05:19 a.m.
24.0,227.8,371.2,2.2,2.0,0.0,24.0,263,55,337,14,OffGrid,0KWH,138.1KWH,232.7KWH,138.1KWH,137.7KWH,Disconnect,06/03/2020 12:10:19 a.m.,06/03/2020 12:10:19 a.m.
23.9,229.7,370.1,2.2,2.0,0.0,23.9,266,55,340,14,OffGrid,0KWH,138.1KWH,232.7KWH,138.1KWH,137.7KWH,Disconnect,06/03/2020 12:15:19 a.m.,06/03/2020 12:15:19 a.m.
23.8,228.2,367.4,2.3,2.1,0.0,23.8,302,54,380,15,OffGrid,0KWH,138.1KWH,232.7KWH,138.1KWH,137.7KWH,Disconnect,06/03/2020 12:20:20 a.m.,06/03/2020 12:20:20 a.m.
23.3,230.2,360.4,2.5,2.3,0.0,23.3,453,53,545,23,OffGrid,0KWH,138.1KWH,232.8KWH,138.1KWH,137.7KWH,Disconnect,06/03/2020 12:25:20 a.m.,06/03/2020 12:25:20 a.m.
25.1,226.1,417.4,0.0,0.0,2.5,25.1,0,53,0,0,Grid charging,0KWH,138.2KWH,232.8KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 12:30:20 a.m.,06/03/2020 12:30:20 a.m.
25.5,224.8,424.1,0.0,0.0,2.4,25.5,0,59,0,0,Grid charging,0KWH,138.2KWH,232.8KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 12:35:20 a.m.,06/03/2020 12:35:20 a.m.
25.6,226.2,424.0,0.0,0.0,2.2,25.6,0,59,0,0,Grid charging,0KWH,138.2KWH,232.9KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 12:40:21 a.m.,06/03/2020 12:40:21 a.m.
25.6,226.8,424.4,0.0,0.0,2.2,25.6,0,60,0,0,Grid charging,0KWH,138.2KWH,232.9KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 12:45:21 a.m.,06/03/2020 12:45:21 a.m.
25.7,225.9,426.5,0.0,0.0,1.7,25.7,0,61,0,0,Grid charging,0KWH,138.2KWH,232.9KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 12:50:21 a.m.,06/03/2020 12:50:21 a.m.
25.8,226.4,424.3,0.0,0.0,1.7,25.8,0,60,0,0,Grid charging,0KWH,138.2KWH,233KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 12:55:21 a.m.,06/03/2020 12:55:21 a.m.
25.9,227.1,426.9,0.0,0.0,1.7,25.9,0,62,0,0,Grid charging,0KWH,138.2KWH,233KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:00:22 a.m.,06/03/2020 01:00:22 a.m.
25.9,225.9,428.3,0.0,0.0,1.7,25.9,0,60,0,0,Grid charging,0KWH,138.2KWH,233KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:05:22 a.m.,06/03/2020 01:05:22 a.m.
25.9,226.5,429.3,0.0,0.0,1.5,25.9,0,60,0,0,Grid charging,0KWH,138.2KWH,233KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:10:22 a.m.,06/03/2020 01:10:22 a.m.
26.0,226.7,428.0,0.0,0.0,1.7,26.0,0,60,0,0,Grid charging,0KWH,138.2KWH,233KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:15:22 a.m.,06/03/2020 01:15:22 a.m.
26.1,228.6,430.1,0.0,0.0,1.7,26.1,0,60,0,0,Grid charging,0KWH,138.2KWH,233.1KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:20:23 a.m.,06/03/2020 01:20:23 a.m.
26.2,226.9,431.4,0.0,0.0,1.7,26.2,0,60,0,0,Grid charging,0KWH,138.2KWH,233.1KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:25:23 a.m.,06/03/2020 01:25:23 a.m.
26.1,225.6,430.2,0.0,0.0,1.7,26.1,0,60,0,0,Grid charging,0KWH,138.2KWH,233.1KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:30:23 a.m.,06/03/2020 01:30:23 a.m.
26.4,228.1,432.2,0.0,0.0,1.7,26.4,0,60,0,0,Grid charging,0KWH,138.2KWH,233.1KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:35:23 a.m.,06/03/2020 01:35:23 a.m.
26.4,228.6,433.1,0.0,0.0,1.6,26.4,0,60,0,0,Grid charging,0KWH,138.2KWH,233.2KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:40:23 a.m.,06/03/2020 01:40:23 a.m.
26.5,228.5,434.3,0.0,0.0,2.2,26.5,0,60,0,0,Grid charging,0KWH,138.2KWH,233.2KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:45:24 a.m.,06/03/2020 01:45:24 a.m.
26.6,227.2,432.8,0.0,0.0,2.1,26.6,0,59,0,0,Grid charging,0KWH,138.2KWH,233.2KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:50:24 a.m.,06/03/2020 01:50:24 a.m.
26.6,228.3,435.5,0.0,0.0,2.1,26.6,0,60,0,0,Grid charging,0KWH,138.2KWH,233.3KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 01:55:24 a.m.,06/03/2020 01:55:24 a.m.
26.6,229.8,436.4,0.0,0.0,2.1,26.6,0,61,0,0,Grid charging,0KWH,138.2KWH,233.3KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:00:25 a.m.,06/03/2020 02:00:25 a.m.
26.7,230.9,436.3,0.0,0.0,2.1,26.7,0,60,0,0,Grid charging,0KWH,138.2KWH,233.3KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:05:25 a.m.,06/03/2020 02:05:25 a.m.
26.7,229.6,436.4,0.0,0.0,1.5,26.7,0,60,0,0,Grid charging,0KWH,138.2KWH,233.3KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:10:25 a.m.,06/03/2020 02:10:25 a.m.
26.7,228.3,437.0,0.0,0.0,1.5,26.7,0,59,0,0,Grid charging,0KWH,138.2KWH,233.4KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:15:25 a.m.,06/03/2020 02:15:25 a.m.
26.8,228.3,438.7,0.0,0.0,1.5,26.8,0,62,0,0,Grid charging,0KWH,138.2KWH,233.4KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:20:25 a.m.,06/03/2020 02:20:25 a.m.
26.9,228.9,438.1,0.0,0.0,1.5,26.9,0,59,0,0,Grid charging,0KWH,138.2KWH,233.4KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:25:26 a.m.,06/03/2020 02:25:26 a.m.
26.9,229.7,439.5,0.0,0.0,1.3,26.9,0,59,0,0,Grid charging,0KWH,138.2KWH,233.4KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:30:26 a.m.,06/03/2020 02:30:26 a.m.
26.9,229.6,440.6,0.0,0.0,1.4,26.9,0,60,0,0,Grid charging,0KWH,138.2KWH,233.4KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:35:26 a.m.,06/03/2020 02:35:26 a.m.
27.1,230.0,440.4,0.0,0.0,1.3,27.1,0,58,0,0,Grid charging,0KWH,138.2KWH,233.5KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:40:26 a.m.,06/03/2020 02:40:26 a.m.
25.3,231.0,394.1,1.7,1.5,0.0,25.3,198,58,266,10,OffGrid,0KWH,138.2KWH,233.5KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:45:26 a.m.,06/03/2020 02:45:26 a.m.
25.2,230.4,392.0,1.8,1.6,0.0,25.2,202,56,270,10,OffGrid,0KWH,138.2KWH,233.5KWH,138.2KWH,137.7KWH,Disconnect,06/03/2020 02:50:26 a.m.,06/03/2020 02:50:26 a.m.
